source_website,search_url,detail_url,title,project_name,developer,posted_on,price,area,configurations,total_units,ownership,approved_by,rera_registered,location,bhk,property_type,transaction_type,possession_status,description,amenities,agent_or_builder,seller_type
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/vandana-tejyesh-by-vandana-group-in-marathahalli-bangalore/,Vandana Tejyesh,Vandana Tejyesh,Vandana Group,,,,"2, 3 BHK Apartment",105,,,,"Marathahalli, Bangalore",3,Apartment,New Project,Ready to Move,"Vandana Tejyesh is an apartment enclave in Marathahalli, Bangalore. Its launched by Vandana. These 2, 3 BHK Apartment in Central Bangalore are available from 1222 sqft to 1817 sqft.",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-chateau-by-renaissance-holdings-developers-pvt-ltd-in-malleswaram-bangalore/,Renaissance Chateau,Renaissance Chateau,Renaissance Holdings & Developers Pvt Ltd,,,,"2, 3 BHK Apartment",4,,,,"Malleswaram, Bangalore",3,Apartment,New Project,Ready to Move,"Renaissance Chateau is a residential project offering 2 BHK and 3 BHK apartments located in Malleshwaram, Bangalore. Malleshwaram is known for its his...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-lehnert-by-renaissance-holdings-developers-pvt-ltd-in-malleswaram-bangalore/,Renaissance Lehnert,Renaissance Lehnert,Renaissance Holdings & Developers Pvt Ltd,,,,"2, 3 BHK Apartment",20,,,,"Malleswaram, Bangalore",3,Apartment,New Project,Ready to Move,"Renaissance Lehnert is a residential project offering 20 units of 2 BHK and 3 BHK apartments located in Malleshwaram, Bangalore. Malleshwaram is known...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-chalet-by-renaissance-holdings-developers-pvt-ltd-in-malleswaram-bangalore/,Renaissance Chalet,Renaissance Chalet,Renaissance Holdings & Developers Pvt Ltd,,,,"2, 3 BHK Apartment",10,,,,"Malleswaram, Bangalore",3,Apartment,New Project,Ready to Move,"Renaissance Chalet is a 4 storey residential project offering 10 units of 2 BHK and 3 BHK apartments located in Malleshwaram, Bangalore. Malleshwaram ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-shree-by-renaissance-holdings-developers-pvt-ltd-in-malleswaram-bangalore/,Renaissance Shree,Renaissance Shree,Renaissance Holdings & Developers Pvt Ltd,,,,"2, 3 BHK Apartment",55,,,,"Malleswaram, Bangalore",3,Apartment,New Project,Ready to Move,"Renaissance Shree offers 55 luxurious and contemporary 2 BHK and 3 BHK apartments located in Malleswaram, Banaglore west. Malleshwaram is known for it...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-palasha-by-renaissance-holdings-developers-pvt-ltd-in-malleswaram-bangalore/,Renaissance Palasha,Renaissance Palasha,Renaissance Holdings & Developers Pvt Ltd,,,,"2, 3 BHK Apartment",12,,,,"Malleswaram, Bangalore",3,Apartment,New Project,Ready to Move,"Renaissance Palasha is a 4 storey residential project offering 12 units of 2 BHK and 3 BHK apartments located in Malleshwaran, Bangalore North. The pr...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-tranquil-by-renaissance-holdings-developers-pvt-ltd-in-malleswaram-bangalore/,Renaissance Tranquil,Renaissance Tranquil,Renaissance Holdings & Developers Pvt Ltd,,,,"2, 3 BHK Apartment",28,,,,"Malleswaram, Bangalore",3,Apartment,New Project,Ready to Move,"Renaissance Tranquil is a residential project offering 28 units of 2 BHK and 3 BHK apartments located in Malleshwaram, Bangalore North. Malleshwaram i...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-surya-by-renaissance-holdings-developers-pvt-ltd-in-malleswaram-bangalore/,Renaissance Surya,Renaissance Surya,Renaissance Holdings & Developers Pvt Ltd,,,,"2, 3 BHK Apartment",50,,,,"Malleswaram, Bangalore",3,Apartment,New Project,Ready to Move,"Renaissance Surya is a residential project offering 50 units of 2 BHK and 3 BHK apartments located in Malleshwaram, Banaglore North. It is constructed...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-kalpataru-by-renaissance-holdings-developers-pvt-ltd-in-malleswaram-bangalore/,Renaissance Kalpataru,Renaissance Kalpataru,Renaissance Holdings & Developers Pvt Ltd,,,,2 BHK Apartment,45,,,,"Malleswaram, Bangalore",2,Apartment,New Project,Ready to Move,"Renaissance Kalpataru offers luxury boutique houses in Malleshwaram, neighborhood of Bangalore. The Malleswaran Railway Station is about 0.36 km from ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-daffodils-by-renaissance-holdings-developers-pvt-ltd-in-malleswaram-bangalore/,Renaissance Daffodils,Renaissance Daffodils,Renaissance Holdings & Developers Pvt Ltd,,,,"2, 3 BHK Apartment",40,,,,"Malleswaram, Bangalore",3,Apartment,New Project,Ready to Move,"Renaissance Renaissance Daffodils is a luxury residential project offering 40 units of 2 and 3 BHK apartments that are mode, naturally well lighted an...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-brindavan-by-renaissance-holdings-developers-pvt-ltd-in-uttarahalli-bangalore/,Renaissance Brindavan,Renaissance Brindavan,Renaissance Holdings & Developers Pvt Ltd,,,,"2, 3 BHK Apartment",130,,,,"Uttarahalli, Bangalore",3,Apartment,New Project,Ready to Move,"Renaissance Brindavan is a beautifully designed residential project offering 130 units of 2 BHK and 3 BHK apartments located in Uttarahalli, Bangalore...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-krishna-by-renaissance-holdings-developers-pvt-ltd-in-malleswaram-bangalore/,Renaissance Krishna,Renaissance Krishna,Renaissance Holdings & Developers Pvt Ltd,,,,"2, 3 BHK Apartment",40,,,,"Malleswaram, Bangalore",3,Apartment,New Project,Ready to Move,"Renaissance Krishna is a residential project offering 2 BHK and 3 BHK apartments located in Malleshwaram, Bangalore North. Malleshwaram is ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-nest-by-renaissance-holdings-developers-pvt-ltd-in-malleswaram-bangalore/,Renaissance Nest,Renaissance Nest,Renaissance Holdings & Developers Pvt Ltd,,"Over the years, Renaissance has set the standard for building exceptional residential communities, creating amenities that challenge and exhilarate, w...",,2 BHK Apartment,40,,,,"Malleswaram, Bangalore",2,Apartment,New Project,Ready to Move,"Over the years, Renaissance has set the standard for building exceptional residential communities, creating amenities that challenge and exhilarate, w...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-temple-bells-by-renaissance-holdings-developers-pvt-ltd-in-rajajinagar-bangalore/,Renaissance Temple Bells,Renaissance Temple Bells,Renaissance Holdings & Developers Pvt Ltd,,,,"2, 3 BHK Apartment",348,,,,"Rajajinagar, Bangalore",3,Apartment,New Project,Ready to Move,"Renaissance Temple Bells residential project has 348 units in 10 towers and is located on the Chord Road, opposite to the ISKON Temple, Rajaji Nagar i...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-park-ii-by-renaissance-holdings-developers-pvt-ltd-in-malleswaram-bangalore/,Renaissance Park II,Renaissance Park II,Renaissance Holdings & Developers Pvt Ltd,,"Renaissance Park 2 is a premium residential project located in a quiet place in Malleshwaram. The 50 units, 9 storey property offers 2 BHK, 3 BHK and ...",,"2, 3, 4 BHK Apartment",52,,,,"Malleswaram, Bangalore",4,Apartment,New Project,Ready to Move,"Renaissance Park 2 is a premium residential project located in a quiet place in Malleshwaram. The 50 units, 9 storey property offers 2 BHK, 3 BHK and ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-rainbow-by-renaissance-holdings-developers-pvt-ltd-in-brookefield-bangalore/,Renaissance Rainbow,Renaissance Rainbow,Renaissance Holdings & Developers Pvt Ltd,,,,"2, 3 BHK Apartment",90,,,,"Brookefield, Bangalore",3,Apartment,New Project,Ready to Move,"Renaissance Rainbow is a residential project located in the heart of the IT corridor in Bangalore, adjacent to Brookfields and enroute to the Inteatio...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-park-iii-by-renaissance-holdings-developers-pvt-ltd-in-malleswaram-bangalore/,Renaissance Park III,Renaissance Park III,Renaissance Holdings & Developers Pvt Ltd,,"Renaissance Park 3 is a residential project of 52 premium apartments in Malleshwaram West, Bangalore. The project is built on total land area of 2 acr...",,"2, 3 BHK Apartment",52,,,,"Malleswaram, Bangalore",3,Apartment,New Project,Ready to Move,"Renaissance Park 3 is a residential project of 52 premium apartments in Malleshwaram West, Bangalore. The project is built on total land area of 2 acr...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-jagriti-by-renaissance-holdings-developers-pvt-ltd-in-whitefield-bangalore/,Renaissance Jagriti,Renaissance Jagriti,Renaissance Holdings & Developers Pvt Ltd,,,,"2, 3, 4 BHK Apartment",156,,,,"Whitefield, Bangalore",4,Apartment,New Project,Ready to Move,"Renaissance Jagriti is located in the posh locality of Whitefield and offers 156 units of 2 BHK, 3 BHK and 4 BHK apartments priced reasonably. The pro...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/ittina-soupernika-by-ittina-group-in-sarjapur-road-bangalore/,Ittina Soupernika,Ittina Soupernika,Ittina Group,,,,2 BHK Apartment,56,,,,"Sarjapur Road, Bangalore",2,Apartment,New Project,Ready to Move,"Located strategically on Sarjapur Road, Ittina Soupeika is just a while away from the Wipro Corporate office. The project completed in January 2004 co...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/ittina-rrv-by-ittina-group-in-ramamurthy-nagar-bangalore/,Ittina RRV,Ittina RRV,Ittina Group,,,,"1, 2 BHK Apartment",64,,,,"Ramamurthy Nagar, Bangalore",2,Apartment,New Project,Ready to Move,"Ittina RRV is situated in Ramamurthy Nagar, off K.R Puram Road. It consists of 64 apartments. Ittina RRV offers well-designed 1,2 BHK residential apar...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/ittina-avani-by-ittina-group-in-koramangala-bangalore/,Ittina Avani,Ittina Avani,Ittina Group,,,,3 BHK Apartment,8,,,,"Koramangala, Bangalore",3,Apartment,New Project,Ready to Move,"Ittina Avani is a small and exclusive project with just 8 apartments. With rooftop amenities like Jacuzzi, gym and landscaped seating areas, this proj...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/ittina-neela-by-ittina-group-in-electronic-city-bangalore/,Ittina Neela,Ittina Neela,Ittina Group,,,,"2, 3 BHK Apartment",1000,,,,"Electronic City, Bangalore",3,Apartment,New Project,Ready to Move,"Ittina Neela located at Electronic City Post in Anandapura Village just off Hosur Road was sold out in 2005. With over 1000 apartments, it is Ittina's...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/ittina-akkala-by-ittina-group-in-hoodi-bangalore/,Ittina Akkala,Ittina Akkala,Ittina Group,,Luxury apartments set in 5 scenic acres of landscaped beauty 1.5 kms from ITPL. With all the amenities you'd expect from a w...,,"2, 3 BHK Apartment",280,,,,"Hoodi, Bangalore",3,Apartment,New Project,Ready to Move,Luxury apartments set in 5 scenic acres of landscaped beauty 1.5 kms from ITPL. With all the amenities you'd expect from a w...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/ittina-anu-by-ittina-group-in-kadugodi-bangalore/,Ittina Anu,Ittina Anu,Ittina Group,,Ittina Anu house fully fuished luxury apartments.You will find that every home here has been thought fully crafted and aesthetically designed. I...,,"2, 3 BHK Apartment",144,,,,"Kadugodi, Bangalore",3,Apartment,New Project,Ready to Move,Ittina Anu house fully fuished luxury apartments.You will find that every home here has been thought fully crafted and aesthetically designed. I...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/vsm-gangotri-park-view-by-vsm-constructions-in-banashankari-stage-2-bangalore/,VSM Gangotri Park View,VSM Gangotri Park View,VSM Constructions,,,,3 BHK Apartment,4,,,,"Banashankari Stage 2, Bangalore",3,Apartment,New Project,Ready to Move,"Gangotri Park View, is a premium housing project located at K.R Road in Bangalore. Offering 3 BHK Apartment in Bangalore are available from 1600 sqft....",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/vaishnavi-paradise-by-vaishnavi-group-bangalore-in-jayanagar-bangalore/,Vaishnavi Paradise,Vaishnavi Paradise,Vaishnavi Group,,,,"2, 3 BHK Apartment",60,,,,"Jayanagar, Bangalore",3,Apartment,New Project,Ready to Move,Vaishnavi Paradise is tucked away in the quieter environs of the otherwise hustling and bustling Jayanagar. The location has been one of the most plan...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/vaishnavi-splendour-by-vaishnavi-group-bangalore-in-bel-circle-bangalore/,Vaishnavi Splendour,Vaishnavi Splendour,Vaishnavi Group,,,,"3, 4 BHK Apartment",96,,,,"Bel Circle, Bangalore",4,Apartment,New Project,Ready to Move,"With exclusively 88 luxury apartments, housed in 2 towers of 12 storey buildings, Vaishnavi Splendour stands head and shoulders above the others, with...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/gagan-yale-by-gagan-constructions-and-apartments-in-raja-rajeshwari-nagar-bangalore/,Gagan Yale,Gagan Yale,Gagan Constructions and Apartments,,,,"2, 3 BHK Apartment",40,,,,"Raja Rajeshwari Nagar, Bangalore",3,Apartment,New Project,Ready to Move,"Gagan Yale, Located near Rajarajeshwari Nagar in Bangalore, offers well-designed 2,3 BHK residential apartments for sale. The project is Completed and...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/gagan-castle-by-gagan-constructions-and-apartments-in-raja-rajeshwari-nagar-bangalore/,Gagan Castle,Gagan Castle,Gagan Constructions and Apartments,,,,"2, 3 BHK Apartment",40,,,,"Raja Rajeshwari Nagar, Bangalore",3,Apartment,New Project,Ready to Move,"Gagan Castle, Located near Rajarajeshwari Nagar in Bangalore, offers well-designed 2,3 BHK residential apartments for sale. The project is Completed a...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/amigo-agna-indraprasta-by-amigo-shelters-private-limited-in-old-airport-road-bangalore/,Amigo Agna Indraprasta,Amigo Agna Indraprasta,Amigo Shelters Private Limited,,,,"2, 3 BHK Apartment",40,,,,"Old Airport Road, Bangalore",3,Apartment,New Project,Ready to Move,"Amigo Shelters by Agna Indraprasta, is a premium housing project located at HAL Airport in Bangalore. Offering 2, 3 BHK Apartment in Bangalore are ava...",,,
