source_website,search_url,detail_url,title,project_name,developer,posted_on,price,area,configurations,total_units,ownership,approved_by,rera_registered,location,bhk,property_type,transaction_type,possession_status,description,amenities,agent_or_builder,seller_type
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/anubhava-ishwerya-sai-krupa-by-anubhava-in-hebbal-bangalore/,Anubhava Ishwerya Sai Krupa,Anubhava Ishwerya Sai Krupa,ANUBHAVA,,,,"2, 3 BHK Apartment",24,,,,"Hebbal, Bangalore",3,Apartment,New Project,Ready to Move,"Sai Krupa is a premium housing project launched by Anubhava Group in Hebbal, Bangalore. These 2, 3 BHK Apartment in Bangalore are available from 1029 ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/anubhava-ishwerya-iris-by-anubhava-in-banaswadi-bangalore/,Anubhava Ishwerya Iris,Anubhava Ishwerya Iris,ANUBHAVA,,,,"2, 3 BHK Apartment",20,,,,"Banaswadi, Bangalore",3,Apartment,New Project,Ready to Move,"Iris is a premium housing project launched by Anubhava Group in Hebbal, Bangalore. These 2, 3 BHK Apartment in Bangalore are available from 1180 sqft ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sobha-silicon-oasis-rowhouses-by-sobha-limited-in-doddanagamangala-bangalore/,Sobha Silicon Oasis Rowhouses,Sobha Silicon Oasis Rowhouses,Sobha Limited,,2.91 Cr.,,3 BHK Apartment,17,,,,"Doddanagamangala, Bangalore",3,Apartment,New Project,Ready to Move,Sobha Silicon Oasis is expected to face exponential growth in Bangalore real estate segment in comparison to other residential projects. Because realt...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sobha-lifestyle-by-sobha-limited-in-devanahalli-bangalore/,Sobha Lifestyle,Sobha Lifestyle,Sobha Limited,,9.33 - 9.51 Cr.,,4 BHK Apartment,40,,,,"Devanahalli, Bangalore",4,Apartment,New Project,Ongoing Projects,"Rolling hills, graceful trees and elegantly built villas against the backdrop of Nandi Hills, Lifestyle Legacy seems like it comes to life from a...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/kolte-patil-24k-grazio-by-kolte-patil-developers-in-koramangala-bangalore/,Kolte Patil 24K Grazio,Kolte Patil 24K Grazio,Kolte Patil Developers,,1.97 - 2.86 Cr.,,"3, 4 BHK Apartment",93,,,Yes,"Koramangala, Bangalore",4,Apartment,New Project,Ongoing Projects,"Kolte Patil 24K Grazio is offering apartments in Koramangala, Bangalore. The project is well equipped with all the amenities to faci litate the needs ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/ukn-miraya-grant-by-the-pristine-horizon-in-vittal-mallya-road-bangalore/,UKN Miraya Grant,UKN Miraya Grant,The Pristine Horizon,,,,4 BHK Apartment,9,,,,"Vittal Mallya Road, Bangalore",4,Apartment,New Project,Ready to Move,Miraya Grant is a game changing product offered by UKn Properties for Uber Luxury living located right at the heart of Bangalore’s Central Busi...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/ukn-belvista-by-ukn-properties-in-whitefield-bangalore/,UKN Belvista,UKN Belvista,UKN Properties,,70 Lac - 1.40 Cr.,,"2, 3 BHK Apartment",102,,,,"Whitefield, Bangalore",3,Apartment,New Project,Ready to Move,,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/terracon-gardens-by-terracon-projects-pvt-ltd-in-nelamangala-bangalore/,Terracon Gardens,Terracon Gardens,Terracon Projects PVT Ltd,,,,Residential Plot,180,,,,"Nelamangala, Bangalore",,Plot,New Project,Ready to Move,"Terracon gardens one of our budget projects in Bangalore, located near Nelamangala On Nelamangala- Doddaballapur road at Chikka Madure. It is spread a...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/terracon-doctors-enclave-by-terracon-projects-pvt-ltd-in-chandapura-bangalore/,Terracon Doctors Enclave,Terracon Doctors Enclave,Terracon Projects PVT Ltd,,"Doctors Enclave is located near Electronic city facing NH7 (Hosur road), at Chandapura. It has spread across 12 acres of land. Nearly 300 families are...",,Residential Plot,170,,,,"Chandapura, Bangalore",,Plot,New Project,Ready to Move,"Doctors Enclave is located near Electronic city facing NH7 (Hosur road), at Chandapura. It has spread across 12 acres of land. Nearly 300 families are...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/terracon-residency-by-terracon-projects-pvt-ltd-in-hosur-road-bangalore/,Terracon Residency,Terracon Residency,Terracon Projects PVT Ltd,,10 - 90 Lac,,Residential Plot,85,,,,"Hosur Road, Bangalore",,Plot,New Project,Ready to Move,"Terracon residency is located near Electronic city facing NH7 (Hosur Road), at Kithkenahalli, behind Narayana Hrudayalaya Hospital. It has spread acro...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/mahabaleshwara-classique-ebony-by-mahabaleshwara-promoters-and-builders-pvt-ltd-in-yelahanka-bangalore/,Mahabaleshwara Classique Ebony,Mahabaleshwara Classique Ebony,Mahabaleshwara Promoters And Builders Pvt. Ltd.,,,,"2, 3 BHK Apartment",15,,,Yes,"Yelahanka, Bangalore",3,Apartment,New Project,Ongoing Projects,"Located in Yelahanka, Classique Ebony is situated within Califoia Gardens, a well known gated residential community. As the name suggests, these 15 su...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sai-sumukha-classic-by-sai-sumukha-builders-pvt-ltd-in-jp-nagar-bangalore/,Sai Sumukha Classic,Sai Sumukha Classic,sai sumukha builders Pvt Ltd,,,,"2, 3 BHK Apartment",20,,,,"J. P. Nagar, Bangalore",3,Apartment,New Project,Ready to Move,"We ""Sai Sumukha Properties Pvt. Ltd."" believe in developing and constructing aesthetically designed, functionality efficient residential and commercia...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sai-sumukha-sterling-by-sai-sumukha-builders-pvt-ltd-in-hebbal-bangalore/,Sai Sumukha Sterling,Sai Sumukha Sterling,sai sumukha builders Pvt Ltd,,49.35 - 69.51 Lac,,"2, 3 BHK Apartment",71,,,,"Hebbal, Bangalore",3,Apartment,New Project,Ready to Move,"""Sai Sumukha Properties Pvt. Ltd."" believe in developing and constructing aesthetically designed, functionality efficient residential and commercial c...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sarada-maa-tara-rathnam-by-ma-sarada-constructions-in-jigani-bangalore/,Sarada Maa Tara Rathnam,Sarada Maa Tara Rathnam,Ma Sarada Constructions,,,,"2, 3 BHK Apartment",24,,,,"Jigani, Bangalore",3,Apartment,New Project,Ready to Move,"Welcome to Maa Tara Rathnam. At Maa Tara Rathnam, experience luxury living in a neighborhood that gives you more than enough space to breathe. Bommasa...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sai-sumukha-serinity-by-sai-sumukha-builders-pvt-ltd-in-laggere-bangalore/,Sai Sumukha Serinity,Sai Sumukha Serinity,sai sumukha builders Pvt Ltd,,,,"2, 3 BHK Apartment",112,,,,"Laggere, Bangalore",3,Apartment,New Project,Ready to Move,"""Sai Sumukha Infra"" believe in developing and constructing aesthetically designed, functionality efficient residential and commercial complexes of goo...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sarada-casa-estrella-by-ma-sarada-constructions-in-bommasandra-bangalore/,Sarada Casa Estrella,Sarada Casa Estrella,Ma Sarada Constructions,,,,"2, 3 BHK Apartment",33,,,,"Bommasandra, Bangalore",3,Apartment,New Project,Ready to Move,"Estrella is all about open space, nature, fresh air, abundant light and greenery and you will find it all in and around your home. The property consis...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sai-sumukha-telecom-clusters-by-sai-sumukha-builders-pvt-ltd-in-banashankari-bangalore/,Sai Sumukha Telecom Clusters,Sai Sumukha Telecom Clusters,sai sumukha builders Pvt Ltd,,58.95 - 78.12 Lac,,"2, 3 BHK Apartment",53,,,,"Banashankari, Bangalore",3,Apartment,New Project,Ready to Move,"""Sai Sumukha Properties Pvt. Ltd."" believe in developing and constructing aesthetically, designed. functionality efficient residential and commercial ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sai-sumukha-nest-view-by-sai-sumukha-builders-pvt-ltd-in-bannerghatta-road-bangalore/,Sai Sumukha Nest View,Sai Sumukha Nest View,sai sumukha builders Pvt Ltd,,,,"2, 3 BHK Apartment",24,,,,"Bannerghatta Road, Bangalore",3,Apartment,New Project,Ready to Move,"""Sai Sumukha Properties Pvt. Ltd."" believe in developing and constructing aestheticalb, designed. functionalbt efficient residential and commercial co...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/hinduja-park-by-hinduja-holdings-in-marathahalli-bangalore/,Hinduja Park,Hinduja Park,Hinduja Holdings,,,,"2, 3 BHK Apartment",88,,,,"Marathahalli, Bangalore",3,Apartment,New Project,Ready to Move,"Hinduja Park offers easy access to the best of both worlds. Located in the IT corridor, at Kundalahalli Junction, Whitefield Road. ITPL, Airport an...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/hinduja-palmgrove-by-hinduja-holdings-in-bannerghatta-road-bangalore/,Hinduja Palmgrove,Hinduja Palmgrove,Hinduja Holdings,,46.90 - 70.88 Lac,,"2, 3 BHK Apartment",21,,,,"Bannerghatta Road, Bangalore",3,Apartment,New Project,Ready to Move,"Hinduja Palmgrove is offering apartments in Bannerghatta Road, Bangalore. The project is well equipped with all the amenities to facilitate the needs ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/hinduja-lake-front-estate-by-hinduja-holdings-in-hulimavu-bangalore/,Hinduja Lake Front Estate,Hinduja Lake Front Estate,Hinduja Holdings,,,,"2, 3 BHK Apartment",143,,,,"Hulimavu, Bangalore",3,Apartment,New Project,Ready to Move,"Deciding on a home is one of life’s most important decisions. But when you go with Hinduja Holdings, you can be rest assured that you unlock ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/gm-green-nest-by-gm-property-developers-in-jayanagar-bangalore/,GM Green Nest,GM Green Nest,GM Property Developers,,1.15 - 1.50 Cr.,,"2, 3 BHK Apartment",32,,,,"Jayanagar, Bangalore",3,Apartment,New Project,Ongoing Projects,"GM Green Nest is offering apartments in Jayanagar, Bangalore. The project is well equipped with all the amenities to facilitate the needs of the resid...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/mbr-suave-by-mbr-homes-pvt-ltd-in-whitefield-bangalore/,MBR Suave,MBR Suave,MBR HOMES PVT LTD,,,,"2, 3 BHK Apartment",60,,,Yes,"Whitefield, Bangalore",3,Apartment,New Project,Ready to Move,"MBR Suave 2 & 3 BHK 60 Residential Apartments in Bellathur Whitefield with all mode amenities like Children's play area, Club House, Rain Wat...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/nandi-retreat-by-nandi-housing-in-begur-bangalore/,Nandi Retreat,Nandi Retreat,Nandi Housing Builders,,,,"1, 2 BHK Apartment",150,,,,"Begur, Bangalore",2,Apartment,New Project,Ready to Move,Nandi Retreat's 150 two-bedroom units are conveniently located just off Bannerghatta Road. Our hallmark architecture in solid granite guarantees maxim...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/reddy-lakshmi-by-sreereddy-properties-pvt-ltd-in-banaswadi-bangalore/,Reddy Lakshmi,Reddy Lakshmi,SreeReddy Properties Pvt Ltd,,,,2 BHK Apartment,8,,,,"Banaswadi, Bangalore",2,Apartment,New Project,Ready to Move,"Lakshmi is a premium housing project launched by Sree Reddy Properties. The Project offers 2 BHK apartments, ranging in size from 1156 to 1230 sq...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/reddy-homes-by-sreereddy-properties-pvt-ltd-in-kalyan-nagar-bangalore/,Reddy Homes,Reddy Homes,SreeReddy Properties Pvt Ltd,,,,2 BHK Apartment,8,,,,"Kalyan Nagar, Bangalore",2,Apartment,New Project,Ready to Move,"Homes is a premium housing project launched by Sree Reddy Properties. The Project offers 2 BHK apartments, ranging in size from 965 to 1006 sq.ft...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/reddy-makkuntam-by-sreereddy-properties-pvt-ltd-in-banaswadi-bangalore/,Reddy Makkuntam,Reddy Makkuntam,SreeReddy Properties Pvt Ltd,,,,2 BHK Apartment,16,,,,"Banaswadi, Bangalore",2,Apartment,New Project,Ready to Move,"Makkuntam, is a premium housing project located at Banaswadi in Bangalore. Offering 2 BHK Apartment in Bangalore are available from 1100 sqft to 1120 ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/reddy-dhanyatha-by-sreereddy-properties-pvt-ltd-in-banaswadi-bangalore/,Reddy Dhanyatha,Reddy Dhanyatha,SreeReddy Properties Pvt Ltd,,,,2 BHK Apartment,8,,,,"Banaswadi, Bangalore",2,Apartment,New Project,Ready to Move,"Dhanyatha is a premium housing project launched by Sree Reddy Properties. The Project offers 2 BHK apartments, ranging in size from 1100 to 1119 sq.ft...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/reddy-elite-by-sreereddy-properties-pvt-ltd-in-hennur-bangalore/,Reddy Elite,Reddy Elite,SreeReddy Properties Pvt Ltd,,,,2 BHK Apartment,8,,,,"Hennur, Bangalore",2,Apartment,New Project,Ready to Move,"Elite is a premium housing project launched by Sree Reddy Properties. The Project offers 2 BHK apartments, ranging in size from 1000 sq.ft. ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/reddy-shakthi-by-sreereddy-properties-pvt-ltd-in-hennur-bangalore/,Reddy Shakthi,Reddy Shakthi,SreeReddy Properties Pvt Ltd,,,,2 BHK Apartment,8,,,,"Hennur, Bangalore",2,Apartment,New Project,Ready to Move,"Shakthi is a premium housing project launched by Sree Reddy Properties. The Project offers 2 BHK apartments, ranging in size from 875 to 961 sq.f...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/reddy-sun-moon-by-sreereddy-properties-pvt-ltd-in-ramamurthy-nagar-bangalore/,Reddy Sun Moon,Reddy Sun Moon,SreeReddy Properties Pvt Ltd,,,,"1, 2, 3 BHK Apartment",28,,,,"Ramamurthy Nagar, Bangalore",3,Apartment,New Project,Ready to Move,"Sun Moon is a premium housing project launched by Sree Reddy Properties. The Project offers 1, 2 and 3 BHK apartments, ranging in size from 828 t...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/reddy-royal-by-sreereddy-properties-pvt-ltd-in-banaswadi-bangalore/,Reddy Royal,Reddy Royal,SreeReddy Properties Pvt Ltd,,,,"2, 3 BHK Apartment",8,,,,"Banaswadi, Bangalore",3,Apartment,New Project,Ready to Move,"Royal is a premium housing project launched by Sree Reddy Properties. The Project offers 2 and 3 BHK apartments, ranging in size from 1125 to 130...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/reddy-ceyone-by-sreereddy-properties-pvt-ltd-in-banaswadi-bangalore/,Reddy Ceyone,Reddy Ceyone,SreeReddy Properties Pvt Ltd,,67.43 - 79.81 Lac,,3 BHK Apartment,30,,,Yes,"Banaswadi, Bangalore",3,Apartment,New Project,Ready to Move,"Ceyone is a premium housing project launched by Sree Reddy Properties. The Project offers 3 BHK apartments, ranging in size from 1226 to 145...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/reddy-mahalasa-by-sreereddy-properties-pvt-ltd-in-kr-puram-bangalore/,Reddy Mahalasa,Reddy Mahalasa,SreeReddy Properties Pvt Ltd,,36 - 37.44 Lac,,2 BHK Apartment,12,,,,"Kr Puram, Bangalore",2,Apartment,New Project,Ready to Move,"Mahalasa is a premium housing project launched by Sree Reddy Properties. The Project offers 2 BHK apartments, ranging in size from 900 to 936 sq....",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/reddy-arma-by-sreereddy-properties-pvt-ltd-in-banaswadi-bangalore/,Reddy Arma,Reddy Arma,SreeReddy Properties Pvt Ltd,,48.60 Lac,,"2, 3 BHK Apartment",12,,,,"Banaswadi, Bangalore",3,Apartment,New Project,Ready to Move,"Arma is a premium housing project launched by Sree Reddy Properties. The Project offers 2 and 3 BHK apartments, ranging in size from 727 to 1433 ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/shabu-surya-splendour-by-shabu-developers-in-koppa-gate-bangalore/,Shabu Surya Splendour,Shabu Surya Splendour,Shabu Developers,,21 - 42 Lac,,Residential Plot,159,,,,"Koppa Gate, Bangalore",,Plot,New Project,Ready to Move,"SURYA SPLENDOUR is the right time to investment DC Conversion Villa Plots situated on Electronic city, Koppa gate main Road Bangalore.DC Conversion i...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/reddy-ayathi-by-sreereddy-properties-pvt-ltd-in-kamanahalli-bangalore/,Reddy Ayathi,Reddy Ayathi,SreeReddy Properties Pvt Ltd,,,,2 BHK Apartment,20,,,,"Kammanahalli, Bangalore",2,Apartment,New Project,Ready to Move,"Ayathi is a premium housing project launched by Sree Reddy Properties. The Project offers 2 BHK apartments, ranging in size from 1200 sq.ft.&nbsp...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sizzle-nandi-valley-by-sizzle-properties-in-chikkaballapur-bangalore/,Sizzle Nandi Valley,Sizzle Nandi Valley,Sizzle Properties,,18.60 - 37.20 Lac,,Residential Plot,112,,,,"Chikkaballapur, Bangalore",,Plot,New Project,Ready to Move,"Sizzle Nandi Valley is strategically located close to Nandi Hills and is an amazing investment destination, as this zone is the most promising region ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sizzle-gold-coast-by-sizzle-properties-in-malur-bangalore/,Sizzle Gold Coast,Sizzle Gold Coast,Sizzle Properties,,12.50 - 47.50 Lac,,Residential Plot,409,,,,"Malur, Bangalore",,Plot,New Project,Ready to Move,An iconic residential project which is second to none; this mega residential town located next to a town is an address which you can be proud of. Owni...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sizzle-maybelle-block-2-by-sizzle-properties-in-malur-bangalore/,Sizzle Maybelle Block 2,Sizzle Maybelle Block 2,Sizzle Properties,,47.63 Lac,,Residential Plot,25,,,,"Malur, Bangalore",,Plot,New Project,Ready to Move,Sizzle Maybelle is a fully integrated oasis of aesthetically developed gated community. It's spread over a prime land of 6.5 acres (Sizzle Maybelle Bl...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/icon-honey-pool-by-icon-homz-in-electronic-city-bangalore/,Icon Honey Pool,Icon Honey Pool,ICON homz,,,,2 BHK Apartment,128,,,,"Electronic City, Bangalore",2,Apartment,New Project,Ready to Move,"ICON Honey Pool in the heart of Bangalore IT Hub, next to Electronic City, behind Narayana Hrudayalaya, Hosur Main Road – National Highway NH7. ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/icon-grand-icon-by-icon-homz-in-bommasandra-bangalore/,Icon Grand Icon,Icon Grand Icon,ICON homz,,45 Lac,,Residential Plot,330,,,,"Bommasandra, Bangalore",,Plot,New Project,Ready to Move,"BMRDA Approved Layout (LAO 75/2008-09), located it in the hub of development- Just off the Hosur road, 15 minutes drive from Silk Board. Strategically...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/evantha-pine-crest-by-evantha-developers-private-limited-in-koramangala-bangalore/,Evantha Pine Crest,Evantha Pine Crest,EVANTHA DEVELOPERS PRIVATE LIMITED,,Evantha Pine Crest,,"2, 3 BHK Apartment",4,,,,"Koramangala, Bangalore",3,Apartment,New Project,Ready to Move,The Vaastu compliant 3 bedroom apartments add a touch of elegance to the quiet residential character of the location. Top of the line styling gives yo...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/evantha-kaustubha-by-evantha-developers-private-limited-in-basavanagudi-bangalore/,Evantha Kaustubha,Evantha Kaustubha,EVANTHA DEVELOPERS PRIVATE LIMITED,,,,"2, 3 BHK Apartment",6,,,,"Basavanagudi, Bangalore",3,Apartment,New Project,Ready to Move,"Evantha Developers has launched its premium housing project, Kaustubha, in Basavanagudi, Bangalore. The project offers 2, 3 BHK Apartment from 1317 sq...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/7-hills-flax-plea-garden-by-7-hills-properties-in-devanahalli-bangalore/,7 Hills Flax Plea Garden,7 Hills Flax Plea Garden,7 Hills Properties,,,,Residential Plot,53,,,,"Devanahalli, Bangalore",,Plot,New Project,Ready to Move,"7 Hills Flax Plea Garden is offering plot in Devanahalli, Bangalore with the modern amenities for the comfort of residence. It is offering a blessed n...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/7-hills-siddalingeshwara-green-garden-by-7-hills-properties-in-yelahanka-bangalore/,7 Hills Siddalingeshwara Green Garden,7 Hills Siddalingeshwara Green Garden,7 Hills Properties,,,,Flats & Apartments,106,,,,"Yelahanka, Bangalore",,Flat,New Project,Ready to Move,"7 Hills Siddalingeshwara Green Garden is offering plot in Yelahanka, Bangalore with the mode amenities for the comfort of residence. It is offering a ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/7-hills-jcr-enclave-by-7-hills-properties-in-budigere-cross-bangalore/,7 Hills JCR Enclave,7 Hills JCR Enclave,7 Hills Properties,,7 Hills JCR Enclave,,Residential Plot,25,,,,"Budigere Cross, Bangalore",,Plot,New Project,Ready to Move,"7 Hills JCR Enclaveis offering plot in Budigere Cross, Bangalore with the modern amenities for the comfort of residence. It is offering a blessed natu...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/bren-sjr-unity-by-bren-corporation-in-marathahalli-bangalore/,Bren SJR Unity,Bren SJR Unity,Bren Corporation,,,,"2, 3 BHK Apartment",432,,,,"Marathahalli, Bangalore",3,Apartment,New Project,Ready to Move,"BREN presents Unity, a project of luxury 2 and 3 BHK apartments in the sought-after location of Marathahalli, Bangalore. Strategically located close ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/7-hills-navaratna-woods-by-7-hills-properties-in-bidadi-bangalore/,7 Hills Navaratna Woods,7 Hills Navaratna Woods,7 Hills Properties,,,,Residential Plot,225,,,,"Bidadi, Bangalore",,Plot,New Project,Ready to Move,"7 Hills Navaratna Woods is offering plot in Bidadi, Bangalore with the mode amenities for the comfort of residence. It is offering a blessed nature fr...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/7-hills-aerocity-by-7-hills-properties-in-devanahalli-bangalore/,7 Hills Aerocity,7 Hills Aerocity,7 Hills Properties,,,,Residential Plot,145,,,,"Devanahalli, Bangalore",,Plot,New Project,Ready to Move,"7 Hills Aerocity is offering plot in Devanahalli, Bangalore with the mode amenities for the comfort of residence. It is offering a blessed nature frie...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/7-hills-prosper-city-by-7-hills-properties-in-budigere-cross-bangalore/,7 Hills Prosper City,7 Hills Prosper City,7 Hills Properties,,"Budigere Cross, Bangalore",,Residential Plot,55,,,,"Budigere Cross, Bangalore",,Plot,New Project,Ready to Move,"7 Hills Prosper City is offering plot in Budigere Cross, Bangalore with the modern amenities for the comfort of residence. It is offering a blessed na...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/garuda-royal-homes-by-garudachala-estates-in-kr-puram-bangalore/,Garuda Royal Homes,Garuda Royal Homes,Garudachala Estates,,46.08 - 82.39 Lac,,"2, 3 BHK Apartment",231,,,Yes,"Kr Puram, Bangalore",3,Apartment,New Project,Ongoing Projects,"Garuda Royal Homes is offering apartments in KR Puram, Bangalore. The project is well equipped with all the amenities to facilitate the needs of the r...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/ahad-euphoria-by-ahad-builders-pvt-ltd-in-sarjapur-road-bangalore/,Ahad Euphoria,Ahad Euphoria,Ahad Builders Pvt Ltd,,54.90 - 94.27 Lac,,"1, 2, 3, 4 BHK Apartment",688,,,,"Sarjapur Road, Bangalore",4,Apartment,New Project,Ready to Move,"The latest project from Ahad Builders, is the magnificent ‘Ahad Euphoria’. Ahad Euphoria is perched at Sarjapur, a very convenient part of...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/ahad-excellencia-by-ahad-builders-pvt-ltd-in-sarjapur-road-bangalore/,Ahad Excellencia,Ahad Excellencia,Ahad Builders Pvt Ltd,,25.70 - 77.80 Lac,,"1, 2, 3 BHK Apartment",505,,,Yes,"Sarjapur Road, Bangalore",3,Apartment,New Project,Ongoing Projects,"Ahad Excellencia is a project that reflects this difference. Everything here transforms from the average into the magnificent, all because we believe ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/ahad-meadows-by-ahad-builders-pvt-ltd-in-sarjapur-road-bangalore/,Ahad Meadows,Ahad Meadows,Ahad Builders Pvt Ltd,,44.21 - 51.96 Lac,,"1, 2, 3 BHK Apartment",102,,,Yes,"Sarjapur Road, Bangalore",3,Apartment,New Project,Ready to Move,"Ahad Meadows is perched at Sarjapur, a very convenient part of Bangalore. It is a few steps away from RGA Tech park and very close to Wipro corporate ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/evantha-tulsi-by-evantha-developers-private-limited-in-jayanagar-bangalore/,Evantha Tulsi,Evantha Tulsi,EVANTHA DEVELOPERS PRIVATE LIMITED,,,,3 BHK Apartment,6,,,,"Jayanagar, Bangalore",3,Apartment,New Project,Ready to Move,"Contemporary, limited, high-end 3 bedroom apartments set in an excellent central residential location. Housed within close proximity of everything in ...",,,
